"cz","L_manuf_t0","L_manuf_t1","d_ln_L","IPW","period","sample"
"12402",3608,560,-1.86297209745332,2.16561298679239,"2012-2019","full"
"12501",74263,62967,-0.165002066900859,-5.50574727555615,"2012-2019","full"
"12502",7029,1282,-1.70162308969529,4.71366523836869,"2012-2019","full"
"12600",7015,3630,-0.658818065277664,6.15824728464505,"2012-2019","full"
"12701",102000,90109,-0.123952764646345,3.91456174769353,"2012-2019","full"
"12702",2638,82,-3.47105708601301,1.34888551323645,"2012-2019","full"
"12800",9070,2067,-1.47887398342741,7.38952044834376,"2012-2019","full"
"12901",33329,15126,-0.790012771435411,5.32490108305862,"2012-2019","full"
"12902",4524,469,-2.26654906878973,0.29706251874321,"2012-2019","full"
"12903",5210,1678,-1.13297724772026,1.9889418749694,"2012-2019","full"
"13000",7981,5102,-0.447431097174251,1.85809590386235,"2012-2019","full"
"1301",6935,3845,-0.589807450809188,2.75424049122994,"2012-2019","full"
"1302",22670,9264,-0.894906543688798,2.39076475884752,"2012-2019","full"
"13101",61212,50262,-0.197093924329062,4.48274593900647,"2012-2019","full"
"13102",4866,2074,-0.852793134553995,0.558720040255276,"2012-2019","full"
"13103",7586,9101,0.182079854328512,4.30379175149314,"2012-2019","full"
"13200",13062,4309,-1.10900139284676,1.47684648683295,"2012-2019","full"
"13300",26224,16761,-0.447620262856352,21.1184975106478,"2012-2019","full"
"13400",27025,20603,-0.27132566726495,5.14206006043608,"2012-2019","full"
"13501",51249,40805,-0.227891482711824,3.48439159175159,"2012-2019","full"
"13502",10729,6638,-0.480139642356827,4.46640602632674,"2012-2019","full"
"13600",40546,33419,-0.193312531528706,3.3519823663317,"2012-2019","full"
"13700",73962,96318,0.264103769427896,5.96016897039493,"2012-2019","full"
"13800",18972,12597,-0.409505517645169,3.60069859282341,"2012-2019","full"
"13900",18254,10436,-0.559122866820204,4.6657650370572,"2012-2019","full"
"1400",26970,14602,-0.613566631517745,2.98155686757217,"2012-2019","full"
"14000",17869,7077,-0.926217278802877,4.23170330028526,"2012-2019","full"
"14100",56283,40917,-0.318846911116736,3.68701830583118,"2012-2019","full"
"14200",69588,56321,-0.211524671308331,2.1588070832621,"2012-2019","full"
"14300",19691,19228,-0.0237941285313195,6.30163716955075,"2012-2019","full"
"14400",21565,8071,-0.982794239757572,15.7922622753948,"2012-2019","full"
"14500",34291,12281,-1.02682957644264,3.64355218410693,"2012-2019","full"
"14600",17099,11481,-0.398326487154781,6.9872639163404,"2012-2019","full"
"14700",38678,21701,-0.57791262050617,2.86544573702972,"2012-2019","full"
"14801",3806,143,-3.28148941759619,5.46750162753318,"2012-2019","full"
"14802",2465,31,-4.37595988199164,6.1855721051174,"2012-2019","full"
"14900",41219,28604,-0.365352746913954,-3.1543292022675,"2012-2019","full"
"1500",20967,4021,-1.65141914524796,1.18549608812193,"2012-2019","full"
"15000",51969,48136,-0.0766170490468632,-0.438304465697001,"2012-2019","full"
"15100",27439,21287,-0.253868801294388,4.9454179969326,"2012-2019","full"
"15200",145269,141088,-0.0292033869518349,4.43977874011496,"2012-2019","full"
"15300",12071,4821,-0.917824506295506,1.55839247498943,"2012-2019","full"
"15400",7957,1841,-1.46374314214446,2.83270602351996,"2012-2019","full"
"15500",7265,1871,-1.35659524973029,0.351962942888293,"2012-2019","full"
"15600",5667,1015,-1.71977126469373,-6.30465557431671,"2012-2019","full"
"15700",12297,2737,-1.50249290013177,0.814507103606585,"2012-2019","full"
"15800",2333,122,-2.95088922728817,4.94754503806971,"2012-2019","full"
"15900",66676,51215,-0.263812610192344,4.4653560998102,"2012-2019","full"
"1600",18132,4724,-1.34502243474349,2.48831215398807,"2012-2019","full"
"16000",25060,14220,-0.566623525092828,17.3929801326887,"2012-2019","full"
"16100",14118,7203,-0.672952973066055,2.49219301959821,"2012-2019","full"
"16200",18716,9317,-0.697538084535681,-12.3319537712476,"2012-2019","full"
"16300",102614,80497,-0.242754459020288,2.32540847719457,"2012-2019","full"
"16400",41619,31515,-0.278093170801624,4.240312874177,"2012-2019","full"
"16500",53832,35837,-0.406887206639919,2.80790803472527,"2012-2019","full"
"16600",29912,9437,-1.15362160463562,2.71467038425934,"2012-2019","full"
"16701",2083,1180,-0.568294723801261,1.02563483201132,"2012-2019","full"
"16702",7753,1871,-1.42160681794487,3.81518351264571,"2012-2019","full"
"16703",1182,98,-2.48999571929547,-5.08713414472831,"2012-2019","full"
"16801",3944,1031,-1.34166623170557,1.56245318069978,"2012-2019","full"
"16802",2027,363,-1.71990931218715,-2.07328375683757,"2012-2019","full"
"16901",7796,4403,-0.571324654871697,1.92791884386719,"2012-2019","full"
"16902",360,31,-2.45211682696501,0.471817157872036,"2012-2019","full"
"17000",1506,166,-2.2052246200033,4.34595879855071,"2012-2019","full"
"1701",60947,39024,-0.445827792569657,3.30409640740531,"2012-2019","full"
"1702",2385,211,-2.42509626984638,13.4315762397692,"2012-2019","full"
"17100",14037,3587,-1.36438050200204,0.41312096829838,"2012-2019","full"
"17200",15945,9486,-0.51932827300663,1.65522827469601,"2012-2019","full"
"17300",11972,1720,-1.94024629916509,7.30960556464383,"2012-2019","full"
"17400",21188,12134,-0.557423554162174,2.97925253305297,"2012-2019","full"
"17501",9450,3057,-1.12858069859695,1.44135434303224,"2012-2019","full"
"17502",8735,4964,-0.56512607624366,1.59542382013599,"2012-2019","full"
"17600",7981,4078,-0.671457044741608,4.95808192188245,"2012-2019","full"
"17700",46852,26525,-0.568906012707581,-2.57329938937974,"2012-2019","full"
"17800",8458,2202,-1.34574670074981,-2.84525673238342,"2012-2019","full"
"17900",10915,5716,-0.646868729934287,-6.79636881778836,"2012-2019","full"
"1800",14970,7206,-0.731134186105635,-0.153569820854233,"2012-2019","full"
"18000",120132,102725,-0.156535623455873,3.68264358570983,"2012-2019","full"
"18100",19781,5111,-1.3533268012478,2.62306101663662,"2012-2019","full"
"18201",12765,3226,-1.37546407099043,7.36427466356979,"2012-2019","full"
"18202",8325,6907,-0.186727645759673,6.87043912760891,"2012-2019","full"
"18300",6177,2129,-1.06518033080242,2.06654139016212,"2012-2019","full"
"18400",5190,2039,-0.93427420558548,7.60487646081255,"2012-2019","full"
"18500",6446,2561,-0.923061976175857,-10.4824530320396,"2012-2019","full"
"18600",32260,19972,-0.479496780058701,2.91302559572806,"2012-2019","full"
"18700",10807,6189,-0.557420549563805,1.50208349458338,"2012-2019","full"
"18800",41356,28863,-0.359657015677209,5.99823266119468,"2012-2019","full"
"18900",18366,8240,-0.801500785269951,2.37927160787769,"2012-2019","full"
"1900",14911,6672,-0.804179530552325,11.7883069620613,"2012-2019","full"
"19000",30473,23793,-0.247449625880884,4.50315721683506,"2012-2019","full"
"19100",85543,77095,-0.103980745872128,5.99688640378323,"2012-2019","full"
"19200",65167,51412,-0.237081597585856,2.82292627415651,"2012-2019","full"
"19300",23510,16010,-0.384212335543355,-0.197927837967277,"2012-2019","full"
"19400",160066,130885,-0.201267155120382,-1.36572712522501,"2012-2019","full"
"19500",14116,12137,-0.151050267688799,4.48011124631032,"2012-2019","full"
"19600",186311,156893,-0.171853276076625,3.51120901010251,"2012-2019","full"
"19700",173291,155578,-0.107825048735707,2.5521962929121,"2012-2019","full"
"19800",19034,15174,-0.226643416734269,5.06157655054874,"2012-2019","full"
"19901",20053,14860,-0.299705729205284,1.15250766042133,"2012-2019","full"
"19902",8647,2026,-1.4511490341518,2.14944876520288,"2012-2019","full"
"19903",4445,2950,-0.409974698614139,-0.635811077495138,"2012-2019","full"
"200",15571,7650,-0.710704562020844,2.82656322652126,"2012-2019","full"
"2000",23860,15096,-0.457773608603521,3.90721488415859,"2012-2019","full"
"20001",11124,4255,-0.961010174346381,2.56480109080493,"2012-2019","full"
"20002",999,290,-1.23687385566803,-19.0741885023704,"2012-2019","full"
"20003",4017,1111,-1.28527484471965,-0.295570513541305,"2012-2019","full"
"20100",31197,17655,-0.569302906965856,-9.13641788046365,"2012-2019","full"
"20200",18609,11156,-0.511667864893848,0.118382795463665,"2012-2019","full"
"20301",4418,1038,-1.44839132025423,0.314804536078441,"2012-2019","full"
"20302",16404,7793,-0.744299312668389,4.32418849276394,"2012-2019","full"
"20401",70269,53500,-0.272649080376921,2.28750712813422,"2012-2019","full"
"20403",240,48,-1.6094379124341,2.09347249157993,"2012-2019","full"
"20500",167242,172276,0.0296559766208127,1.06363238163182,"2012-2019","full"
"20600",64230,51668,-0.217631756899932,0.256851433722934,"2012-2019","full"
"20700",7501,5054,-0.394856336021498,4.38428554910216,"2012-2019","full"
"20800",28508,22764,-0.225004408898746,6.00634267541848,"2012-2019","full"
"20901",160972,149785,-0.0720295042582819,2.97664442965979,"2012-2019","full"
"20902",8344,3715,-0.809164039528749,2.84669332990169,"2012-2019","full"
"2100",7010,1839,-1.33811575542431,-5.50262660726527,"2012-2019","full"
"21001",2995,782,-1.34284477000424,6.96284123084492,"2012-2019","full"
"21002",1476,331,-1.49497262978335,1.23229910904439,"2012-2019","full"
"21003",1220,123,-2.29442178235489,7.34811574197883,"2012-2019","full"
"21004",2526,616,-1.41114533937692,6.18016928967746,"2012-2019","full"
"21101",8670,2717,-1.16034046034824,2.13908948640474,"2012-2019","full"
"21102",4258,2884,-0.389621347048585,3.19293416342176,"2012-2019","full"
"21201",8991,4372,-0.721003506688344,-34.7210136285756,"2012-2019","full"
"21202",1975,552,-1.27477563105813,7.06082350625081,"2012-2019","full"
"21301",14251,6423,-0.79694178141542,4.45868456320658,"2012-2019","full"
"21302",12704,5063,-0.919957711517009,7.37615405483138,"2012-2019","full"
"21400",21106,15690,-0.296533793503958,9.55623946550684,"2012-2019","full"
"21501",171779,166538,-0.030985255313043,-0.803113682116254,"2012-2019","full"
"21502",1160,445,-0.95810100193417,7.11115491014581,"2012-2019","full"
"21600",4871,2343,-0.731867095298747,1.78578042644236,"2012-2019","full"
"21701",16728,5008,-1.20604732832854,-58.598371608634,"2012-2019","full"
"21702",7434,1485,-1.6106492996204,1.24650443764276,"2012-2019","full"
"21801",7441,2858,-0.956883168907448,5.0448387455827,"2012-2019","full"
"21802",6481,2338,-1.0195789563957,5.88819409679618,"2012-2019","full"
"21900",11500,1855,-1.82446233930981,2.09411512156495,"2012-2019","full"
"2200",5844,2027,-1.05885862641859,6.04374486639551,"2012-2019","full"
"22001",20123,11710,-0.541420261874606,4.0175881478353,"2012-2019","full"
"22002",1437,624,-0.834162517709597,4.24679499384794,"2012-2019","full"
"22100",15651,7866,-0.687985138698748,3.73357915605764,"2012-2019","full"
"22200",21893,14611,-0.404392281335252,8.92970310708886,"2012-2019","full"
"22300",15554,4150,-1.32120950603014,2.91999281124219,"2012-2019","full"
"22400",26852,23259,-0.143648152171574,5.55523136788086,"2012-2019","full"
"22500",66936,48114,-0.330163743940352,2.84460313812959,"2012-2019","full"
"22601",31879,29070,-0.0922407712306477,3.93560553488489,"2012-2019","full"
"22602",4506,1970,-0.827376299260155,3.31402947989358,"2012-2019","full"
"22700",34577,28979,-0.176617291400843,-0.394995536019805,"2012-2019","full"
"22800",28194,13146,-0.76299165950735,-11.9572511660956,"2012-2019","full"
"22900",15753,9418,-0.514408071502469,0.40367996620864,"2012-2019","full"
"2300",18873,6234,-1.10771414791086,2.74054458044243,"2012-2019","full"
"23000",8587,5029,-0.535028274500521,-1.17411682815266,"2012-2019","full"
"23100",38036,29387,-0.257980679992331,4.96087501950623,"2012-2019","full"
"23200",13503,8867,-0.420575362581035,4.82691293294016,"2012-2019","full"
"23301",6768,1812,-1.31777441468313,11.2986086922635,"2012-2019","full"
"23302",9760,3787,-0.946718251505343,3.06496659054924,"2012-2019","full"
"23400",9589,3425,-1.02951513645736,2.2013636213757,"2012-2019","full"
"23500",21561,10941,-0.678368926659761,3.45608805406166,"2012-2019","full"
"23600",12333,3044,-1.39910615658441,3.84530202684279,"2012-2019","full"
"23700",5415,395,-2.61804239453397,4.69750412653203,"2012-2019","full"
"23801",25060,13856,-0.592554597647842,0.186070882982139,"2012-2019","full"
"23802",5564,1831,-1.11145500836882,5.78965193594913,"2012-2019","full"
"23900",28418,15127,-0.630541520635822,3.06871514497107,"2012-2019","full"
"2400",31919,18049,-0.570111162187953,2.429601568722,"2012-2019","full"
"24000",40581,37597,-0.0763757167965302,8.46344014075143,"2012-2019","full"
"24100",133671,118893,-0.117157628104465,4.81332425680939,"2012-2019","full"
"24200",6352,1702,-1.31696569379365,2.18053557387392,"2012-2019","full"
"24300",348146,328499,-0.0580881382419633,3.47234446962755,"2012-2019","full"
"24400",49438,34105,-0.371275358150072,5.81365735247873,"2012-2019","full"
"24500",2587,668,-1.35396600864938,0.716800815049179,"2012-2019","full"
"24600",8693,2834,-1.12082896282844,-10.544036813479,"2012-2019","full"
"24701",91852,82698,-0.104983168116267,2.27060987938295,"2012-2019","full"
"24702",2519,135,-2.92634249791418,3.18889871186009,"2012-2019","full"
"24801",4754,2255,-0.74583639598336,-0.447638586029927,"2012-2019","full"
"24802",5606,2361,-0.86475219463922,5.70694354249524,"2012-2019","full"
"24900",17260,8574,-0.699657317479495,-0.842480140818073,"2012-2019","full"
"2500",33280,26820,-0.215808738099476,0.275934347348583,"2012-2019","full"
"25000",8949,2952,-1.1090588874625,7.2941361584126,"2012-2019","full"
"25101",3896,498,-2.05710558773777,0.324420635596981,"2012-2019","full"
"25102",4883,1950,-0.917930412503867,6.26072483228152,"2012-2019","full"
"25103",6995,3352,-0.735638425497607,0.993325693729158,"2012-2019","full"
"25104",1729,286,-1.79930667486344,9.58306286300465,"2012-2019","full"
"25105",4575,2917,-0.450051007841901,1.69939224472879,"2012-2019","full"
"25200",10236,2884,-1.26673269887484,2.10216262845332,"2012-2019","full"
"25300",9484,2445,-1.35556104527632,0.732549324264166,"2012-2019","full"
"25401",8804,2472,-1.27017862406877,-4.52398102010806,"2012-2019","full"
"25402",3604,46,-4.36115822223913,-1.32947482007799,"2012-2019","full"
"25500",10659,1134,-2.24065340040144,-1.73501665768624,"2012-2019","full"
"25601",7955,597,-2.58963882737928,1.41330258288548,"2012-2019","full"
"25602",695,78,-2.1872030188752,-51.3144274097931,"2012-2019","full"
"25701",13410,1962,-1.92203633615042,1.87806227675391,"2012-2019","full"
"25702",4413,335,-2.57817947744448,-0.063034342799506,"2012-2019","full"
"25800",6800,3735,-0.59917479359728,0.712492457743167,"2012-2019","full"
"25900",14858,3635,-1.40792932974413,5.20017831670178,"2012-2019","full"
"2600",7040,225,-3.44326304694767,-2.3413493389697,"2012-2019","full"
"26001",6185,189,-3.48813526976695,4.76775688071784,"2012-2019","full"
"26002",8485,4559,-0.621196597454885,1.53387470628641,"2012-2019","full"
"26004",1049,4,-5.56929824727641,0.561895424161596,"2012-2019","full"
"26101",2389,221,-2.38046744580806,2.85030683244712,"2012-2019","full"
"26102",2775,20,-4.93267375262654,-0.56880388806558,"2012-2019","full"
"26105",1910,1274,-0.404941684908567,0.138456088721484,"2012-2019","full"
"26106",1565,92,-2.83385252592521,3.02382790088934,"2012-2019","full"
"26107",1140,53,-3.06849162783642,3.6483674792216,"2012-2019","full"
"26201",2066,1016,-0.709741021541157,-1.28041503123454,"2012-2019","full"
"26304",1343,296,-1.51230174219918,-0.4735967425864,"2012-2019","full"
"26410",1767,264,-1.90108936917338,-1.36430922270977,"2012-2019","full"
"26412",344,182,-0.636634970296603,1.29266894784871,"2012-2019","full"
"26501",4905,275,-2.88123927433289,7.23277149621837,"2012-2019","full"
"26502",850,314,-0.99584336357611,1.72764786903715,"2012-2019","full"
"26503",14646,7692,-0.643986432912344,2.87873603367704,"2012-2019","full"
"26504",4607,2991,-0.431969106305969,3.87143283094793,"2012-2019","full"
"26605",3291,1101,-1.09497261222066,3.46347563078928,"2012-2019","full"
"26701",4912,1335,-1.30274989899263,3.85174779279688,"2012-2019","full"
"26702",1495,56,-3.28452979508964,2.4715985038992,"2012-2019","full"
"26703",1185,135,-2.1722232751308,6.85078349664978,"2012-2019","full"
"26704",4665,928,-1.61481138049524,1.77840161308473,"2012-2019","full"
"26801",11913,7615,-0.447510254470098,3.01488743353662,"2012-2019","full"
"26802",2600,38,-4.22568056428319,6.34619436725715,"2012-2019","full"
"26803",1672,428,-1.36265259806285,3.67667873846373,"2012-2019","full"
"26901",8979,4354,-0.723793554726317,3.48949052666107,"2012-2019","full"
"26902",4036,1540,-0.963471686065825,0.937192425098655,"2012-2019","full"
"2700",26551,16051,-0.503296258830993,-0.536789407046701,"2012-2019","full"
"27005",3800,927,-1.41080278014862,2.87493259913749,"2012-2019","full"
"27006",2269,228,-2.2977488558254,4.71320601223346,"2012-2019","full"
"27007",2755,1281,-0.76577641969028,2.904543353025,"2012-2019","full"
"27008",572,258,-0.79617940645818,6.06003170057318,"2012-2019","full"
"27011",160,12,-2.59026716544583,0.22274972861133,"2012-2019","full"
"27101",6164,1565,-1.37084009346575,2.34297592452474,"2012-2019","full"
"27102",3615,510,-1.95843640887449,-0.197183008033237,"2012-2019","full"
"27201",7224,3483,-0.729514824730819,1.62396206604618,"2012-2019","full"
"27202",6517,1446,-1.50561302361367,2.9518113154113,"2012-2019","full"
"27301",4940,580,-2.1420925066415,7.3448365421201,"2012-2019","full"
"27302",4304,488,-2.17698469598847,3.32162081336455,"2012-2019","full"
"27401",5388,3471,-0.439731521668469,0.206912284783994,"2012-2019","full"
"27402",6703,1799,-1.31532423240742,11.7060750896567,"2012-2019","full"
"27501",24318,19418,-0.225016345926273,2.82962050416318,"2012-2019","full"
"27503",1717,530,-1.17545685435131,9.07176662504753,"2012-2019","full"
"27504",4647,3040,-0.424364334684711,1.27744019414289,"2012-2019","full"
"27601",3749,2427,-0.434833211009312,1.10182241057668,"2012-2019","full"
"27701",1663,230,-1.97829917026973,-0.649824029162783,"2012-2019","full"
"27702",2238,847,-0.971637194219816,5.61000393656723,"2012-2019","full"
"27703",770,42,-2.90872089656436,-1.30840178561988,"2012-2019","full"
"27704",60,6,-2.30258509299405,0.526205041358272,"2012-2019","full"
"27801",4797,1159,-1.42043315816231,-0.0798325189711837,"2012-2019","full"
"27802",8482,2165,-1.36552590959795,2.41177464245378,"2012-2019","full"
"27901",2991,1459,-0.717856510107162,5.2281900827561,"2012-2019","full"
"27902",1139,143,-2.07506133318727,6.04765246593728,"2012-2019","full"
"27903",9271,3318,-1.02752905685659,2.02580359559379,"2012-2019","full"
"2800",9365,6493,-0.366254662369702,4.85567454267621,"2012-2019","full"
"28001",16147,9271,-0.554843025274639,0.42644073310286,"2012-2019","full"
"28002",781,202,-1.35230745243848,1.93517615122748,"2012-2019","full"
"28101",18227,12428,-0.382952019711995,4.89983770868881,"2012-2019","full"
"28102",3445,60,-4.05033462122566,1.14904614173213,"2012-2019","full"
"28201",3033,601,-1.61871257315337,6.9523242771454,"2012-2019","full"
"28202",34608,28260,-0.202637491954322,3.33177430426235,"2012-2019","full"
"28301",860,20,-3.76120011569356,1.96748985489429,"2012-2019","full"
"28302",525,3,-5.16478597392351,-1.59454484644911,"2012-2019","full"
"28306",430,67,-1.85909258929664,-0.0600312235235122,"2012-2019","full"
"28401",12122,9973,-0.195140542109362,-0.429217071888491,"2012-2019","full"
"28502",5904,2462,-0.874656059535909,2.72792643871774,"2012-2019","full"
"28608",4329,3185,-0.306884279435716,3.04970711631003,"2012-2019","full"
"28609",5582,3027,-0.611975105074547,3.28413015279552,"2012-2019","full"
"28701",270,79,-1.22897410653135,5.03179498339056,"2012-2019","full"
"28702",1160,624,-0.620024915730983,-2.30488280898162,"2012-2019","full"
"28703",190,134,-0.349184272209575,2.87409275462014,"2012-2019","full"
"28704",662,150,-1.48463026184075,-17.2021261448278,"2012-2019","full"
"28800",24920,26109,0.0466093885562344,0.977553781031039,"2012-2019","full"
"28900",73648,65996,-0.109702852945688,-0.249747943231963,"2012-2019","full"
"2900",7597,2299,-1.19527918674004,0.686292174776567,"2012-2019","full"
"29002",70,31,-0.814508037564213,5.21036080967627,"2012-2019","full"
"29003",8357,5950,-0.339708291461761,0.611628609261284,"2012-2019","full"
"29004",1892,185,-2.3250339245335,7.51947044205533,"2012-2019","full"
"29005",5086,1765,-1.05834097661467,4.23202217927288,"2012-2019","full"
"29006",1164,137,-2.13963670246326,14.2932303575843,"2012-2019","full"
"29102",525,478,-0.0937875301001672,7.7058025443824,"2012-2019","full"
"29103",535,249,-0.764813850431299,7.52151090028941,"2012-2019","full"
"29104",7088,2174,-1.18183442460376,8.27397725854181,"2012-2019","full"
"29201",1516,636,-0.868632002862195,8.78234875803123,"2012-2019","full"
"29202",1410,1113,-0.236530632096669,7.5661676880865,"2012-2019","full"
"29203",5017,230,-3.08250811556106,5.29187509326716,"2012-2019","full"
"29204",11625,6091,-0.646345679619072,-2.25828859804792,"2012-2019","full"
"29301",47401,46838,-0.0119484862552461,0.666349102724214,"2012-2019","full"
"29302",8537,4588,-0.620965458761045,6.15145348852477,"2012-2019","full"
"29303",3927,2051,-0.64954829650563,1.70723587886665,"2012-2019","full"
"29401",3509,296,-2.47272692125916,-0.0590170585990515,"2012-2019","full"
"29402",3033,2176,-0.332063899712749,0.685204169637597,"2012-2019","full"
"29403",9925,2839,-1.25160494908242,7.04111681692473,"2012-2019","full"
"29501",2470,487,-1.62370930653943,-1.59566848830413,"2012-2019","full"
"29502",79450,62209,-0.244628209171074,5.83497474500555,"2012-2019","full"
"29503",14231,8994,-0.458864995353007,1.13368642921738,"2012-2019","full"
"29504",6268,1318,-1.55934188841346,3.97917951851574,"2012-2019","full"
"29601",11800,4625,-0.93662316050723,5.98620247992958,"2012-2019","full"
"29602",2388,150,-2.76757618041624,5.8428188889852,"2012-2019","full"
"29700",22797,12662,-0.588023566233824,3.69007100678923,"2012-2019","full"
"29800",7751,4545,-0.533794139669933,-5.25309160901654,"2012-2019","full"
"29901",21842,11154,-0.672036543808174,0.155223105181245,"2012-2019","full"
"29902",2544,194,-2.57363476539668,1.51484352721342,"2012-2019","full"
"30000",12942,4817,-0.98832650898699,2.11735095189939,"2012-2019","full"
"3001",1255,306,-1.4113057496135,3.5665328744555,"2012-2019","full"
"3002",1380,6,-5.4380793089232,-4.42596319377559,"2012-2019","full"
"3003",25567,13197,-0.661312926395064,1.52983702391569,"2012-2019","full"
"301",3395,1271,-0.982499768803342,7.74926249592116,"2012-2019","full"
"30100",24451,12658,-0.658381688526894,9.72531696146416,"2012-2019","full"
"302",36701,22935,-0.470139874596573,-1.16384080307562,"2012-2019","full"
"30200",5913,1089,-1.69189347288787,5.31710755840082,"2012-2019","full"
"30300",30580,24788,-0.209986535401054,3.15336993849932,"2012-2019","full"
"30401",3936,480,-2.10413415427021,0.355565404438151,"2012-2019","full"
"30402",56048,47189,-0.172047651871647,7.83184284914142,"2012-2019","full"
"30403",1800,200,-2.19722457733622,4.90046400221757,"2012-2019","full"
"30501",529,138,-1.34373474670109,0.722538892013007,"2012-2019","full"
"30502",3777,2026,-0.622866637903829,0.806073693894652,"2012-2019","full"
"30601",17407,14121,-0.209209373083457,-10.9589412155415,"2012-2019","full"
"30602",430,123,-1.25160085331519,6.20114175336244,"2012-2019","full"
"30604",1051,24,-3.77944354052901,-1.56600002462959,"2012-2019","full"
"30701",2950,860,-1.23262806008631,0.823909928571228,"2012-2019","full"
"30801",1183,122,-2.27178781924513,-1.76156154766105,"2012-2019","full"
"30802",5863,3691,-0.462763993934217,3.05016035034039,"2012-2019","full"
"30901",3108,188,-2.80529274865759,0.085894840466779,"2012-2019","full"
"30902",1235,31,-3.68483904457693,5.32977401238706,"2012-2019","full"
"30903",10382,9483,-0.0905728155034478,0.672295933961628,"2012-2019","full"
"30904",3031,1036,-1.07352545423837,3.30874181511742,"2012-2019","full"
"30908",2885,27,-4.67144331293787,1.47769699958813,"2012-2019","full"
"31001",4311,88,-3.89158836026893,-1.02599573074564,"2012-2019","full"
"31003",140,13,-2.37669306514777,0.99915593481004,"2012-2019","full"
"31004",4000,96,-3.72970144863419,0.372801577476952,"2012-2019","full"
"3101",4381,1022,-1.45551551705025,1.38576377188035,"2012-2019","full"
"3102",2116,755,-1.03056504372917,3.43179786665167,"2012-2019","full"
"31101",9403,4961,-0.639421453976029,-1.96036716764114,"2012-2019","full"
"31102",2771,1192,-0.843575697237683,7.46645950120707,"2012-2019","full"
"31103",1531,956,-0.470918482606283,-1.57954945950036,"2012-2019","full"
